position;type;identity;sno;counts;ratio;around;deviation;ratio2;around2;cumul;mean;scoreA2;scoreB2;scoreC2
37;NA;NA;NA;234;0,502145923;0,865766085;0,314078252;1,991452991;0,115672659;0,869089962;0,869089962;-0,131141712;0,727883539;0,422297297
38;NA;NA;NA;634;2,709401709;-0,010087978;1,007749493;0,369085174;0,872413839;0,13225726;0,13225726;-0,561825731;0,501118939;-1,007666667
39;NA;NA;NA;363;0,572555205;0,782046605;0,31682027;1,746556474;0,274602498;0,414593593;0,414593593;-0,370585065;0,042654714;-0,044683429
40;NA;NA;NA;204;0,561983471;0,806943273;0,036969675;1,779411765;0,047140581;0,785171577;0,785171577;0,192614009;0,96071887;0,491205041
41;NA;NA;NA;302;1,480392157;0,013200615;0,978496607;0,675496689;0,763399881;0,313157571;0,313157571;-0,186007773;0,056192461;-0,059746976
42;NA;NA;NA;320;1,059602649;0,426247338;0,682903155;0,94375;0,613114527;0,32885123;0,32885123;-0,240541999;0,226430562;-0,293892318
43;NA;NA;NA;258;0,80625;0,71898692;0,470636983;1,240310078;0,231455122;0,67646562;0,67646562;-0,064689047;0,295773217;0,228942194
44;NA;NA;NA;218;0,84496124;0,622643898;0,545556324;1,183486239;0,633944319;0,75782481;0,75782481;-0,188373838;0,420932468;0,297191821
45;NA;NA;NA;513;2,353211009;-0,873594843;2,362563417;0,424951267;0,893005723;-0,995065465;-0,995065465;-0,574261129;0,662604956;-1,975274725
46;NA;NA;NA;133;0,259259259;0,919915913;0,317034073;3,857142857;-1,116536087;0,62957402;0,62957402;-0,123852808;0,935585232;0,485231208
47;NA;NA;NA;80;0,601503759;0,848608769;0,277518137;1,6625;0,339232128;0,865806555;0,865806555;0,092386374;3,303443795;0,769836463
48;NA;NA;NA;214;2,675;0,034423463;0,975229133;0,373831776;0,883004341;0,429533378;0,429533378;0,092730072;1,212362301;0,549148972
49;NA;NA;NA;569;2,658878505;0,093505797;0,86637187;0,376098418;0,824643292;0,399058309;0,399058309;-0,308050687;0,063527239;-0,067964042
50;NA;NA;NA;1150;2,021089631;0,429928052;0,358080439;0,494782609;0,704610821;0,012222464;0,012222464;-0,499509796;0,515592848;-1,06629155
51;NA;NA;NA;654;0,568695652;0,840577595;-1,284425194;1,758409786;-0,405483124;0,686382519;0,686382519;-0,051067991;0,33728405;0,252503985
52;NA;NA;NA;777;1,188073394;0,579888535;0,043394606;0,841698842;0,532187442;0,613777823;0,613777823;-0,062782056;0,444560953;0,308022218
53;NA;NA;NA;984;1,266409266;0,412390514;0,15171015;0,789634146;0,647667111;0,549067702;0,549067702;-0,025193169;0,160005343;0,138055831
54;NA;NA;NA;1771;1,799796748;0,271024817;0,466083234;0,555618295;0,68574489;0,24542006;0,24542006;-0,309940284;0,242574552;-0,320500746
55;NA;NA;NA;1335;0,753811406;0,724519902;-0,773712131;1,32659176;0,219815303;0,724505334;0,724505334;-0,090314158;0,255928932;0,203898122
56;NA;NA;NA;2309;1,729588015;0,218156205;0,460373487;0,578172369;0,724490766;0,195471191;0,195471191;-0,254660482;0,296525404;-0,421774991
57;NA;NA;NA;1563;0,676916414;0,722748248;-1,075701678;1,477287268;0,172786177;0,630208596;0,630208596;-0,034445858;0,246012249;0,197541039
58;NA;NA;NA;1866;1,193857965;0,519194064;-0,083717344;0,837620579;0,537668944;0,577429956;0,577429956;-0,033264681;0,21730612;0,178592528
59;NA;NA;NA;2250;1,205787781;0,380321586;0,301687347;0,829333333;0,635665847;0,492704911;0,492704911;-0,150821194;0,04705511;-0,049401657
60;NA;NA;NA;3046;1,353777778;0,436621156;0,139174777;0,73867367;0,605088236;0,317418349;0,317418349;-0,269454789;0,210111758;-0,266112448
61;NA;NA;NA;2032;0,667104399;0,729107001;-0,998713063;1,499015748;0,198215542;0,737671489;0,737671489;-0,004973935;0,372278458;0,2713822
62;NA;NA;NA;3534;1,739173228;0,147572832;0,62217319;0,574985852;0,746235977;0,186489618;0,186489618;-0,296424533;0,266961959;-0,364326279
63;NA;NA;NA;2214;0,626485569;0,726447583;-0,642789285;1,596205962;0,225406404;0,702259471;0,702259471;-0,063425716;0,265949863;0,210154248
64;NA;NA;NA;3173;1,433152665;0,338800973;0,224243382;0,69776237;0,67807136;0,357757452;0,357757452;-0,205920042;0,141992505;-0,165551775
65;NA;NA;NA;2351;0,740939174;0,639087266;-0,281415456;1,349638452;0,376713932;0,61243619;0,61243619;-0,04855428;0,139366273;0,122364776
66;NA;NA;NA;2888;1,228413441;0,45475699;-0,022826821;0,814058172;0,585785114;0,422878956;0,422878956;-0,147672652;0,017061085;-0,017363332
67;NA;NA;NA;2362;0,817867036;0,621603924;-0,613000129;1,222692633;0,391000922;0,655440953;0,655440953;0,040307527;0,256821168;0,204410683
68;NA;NA;NA;3576;1,513971211;0,216123767;0,254711732;0,660514541;0,689277983;0,277896262;0,277896262;-0,160845934;0,219670997;-0,281611635
69;NA;NA;NA;3002;0,839485459;0,645415562;-0,825570031;1,191205863;0,339668756;0,533951046;0,533951046;-0,113202922;0,08692185;0,079995161
70;NA;NA;NA;2933;0,977015323;0,591890746;-0,763482866;1,023525401;0,422486531;0,621603602;0,621603602;0,092138009;0,273938937;0,215090566
71;NA;NA;NA;4183;1,426184794;0,29593349;0,397074923;0,701171408;0,651316459;0,487044918;0,487044918;-0,093373706;0,087230804;-0,095592239
72;NA;NA;NA;4218;1,008367201;0,48363793;0,023884631;0,991702229;0,678156346;0,606315969;0,606315969;-0,434558781;0,17137386;-0,20687604
73;NA;NA;NA;5173;1,226410621;0,406810455;0,094951276;0,815387589;0,728994009;-0,368512989;-0,368512989;-0,307740153;0,428056273;-0,748676754
74;NA;NA;NA;1428;0,276048714;0,885173833;-4,472222691;3,62254902;-1,143836433;0,825181519;0,825181519;0,3541649;1,414330964;0,585976424
75;NA;NA;NA;2034;1,424369748;0,311984336;0,190407575;0,702064897;0,765189205;0,511789814;0,511789814;-0,193139308;0,494439415;0,330961593
76;NA;NA;NA;2337;1,148967552;0,446490898;0,010075878;0,870346598;0,711595292;0,523910513;0,523910513;-0,005683976;0,104880465;0,094961477
77;NA;NA;NA;3480;1,489088575;0,386726176;0,111813889;0,671551724;0,601330128;0,355632551;0,355632551;-0,154699744;0,130679327;-0,150373193
78;NA;NA;NA;3348;0,962068966;0,633015576;-1,215749515;1,039426523;0,324538926;0,642961398;0,642961398;-0,033651657;0,188115855;0,158371041
79;NA;NA;NA;4422;1,32078853;0,381264408;0,263255553;0,757123474;0,652907219;0,509191072;0,509191072;-0,207636282;0,113985506;-0,128682545
80;NA;NA;NA;5679;1,284260516;0,419491308;0,269225558;0,778658214;0,637117736;0,228724251;0,228724251;-0,325911813;0,311596553;-0,452752328
81;NA;NA;NA;3032;0,533896813;0,777027308;-0,502078005;1,873021108;0,037957195;0,777570482;0,777570482;0,037727512;0,480625401;0,324682023
82;NA;NA;NA;4875;1,607849604;-0,000209309;1,000659232;0,621948718;0,778113657;0,132744901;0,132744901;-0,351057984;0,296802815;-0,422199361
83;NA;NA;NA;2808;0,576;0,708164625;-0,467040633;1,736111111;0,265699111;0,579751972;0,579751972;-0,066952508;0,120046467;0,107213976
84;NA;NA;NA;2305;0,820868946;0,60012908;0,023098971;1,218221258;0,45133932;0,580024711;0,580024711;-0,014823553;0,299082485;0,230302817
85;NA;NA;NA;2270;0,984815618;0,510019553;0,394640764;1,015418502;0,559920342;0,421199659;0,421199659;-0,060280669;0,18083849;0,153201264
86;NA;NA;NA;2127;0,937004405;0,697342681;-0,074154732;1,067230842;0,332379766;0,728222227;0,728222227;0,037332627;1,058888999;0,514418571
87;NA;NA;NA;3586;1,685942642;0,329200956;0,489315691;0,593139989;0,759101773;0,588145437;0,588145437;-0,196156577;0,275292357;0,215913276
88;NA;NA;NA;9683;2,70022309;-0,218550273;1,446568042;0,370339771;0,847089918;-0,544756028;-0,544756028;-0,563066589;0,6093964;-1,560552815
89;NA;NA;NA;3918;0,404626665;0,881434164;-0,249179318;2,471413987;-0,870961784;0,823060835;0,823060835;-0,003360403;0,580746968;0,367446998
90;NA;NA;NA;5502;1,404287902;0,387483035;0,527221807;0,712104689;0,764687507;0,548865459;0,548865459;-0,409885816;0,014231472;-0,014439592
91;NA;NA;NA;5694;1,034896401;0,323542547;0,431616926;0,966280295;0,710247882;0,138654743;0,138654743;-0,346326337;0,380449147;-0,6142466
92;NA;NA;NA;2537;0,445556726;0,775779633;0,635626536;2,24438313;-0,046233061;0,62631698;0,62631698;0,147983337;0,455196798;0,312892443
93;NA;NA;NA;2043;0,805281829;0,803931397;0,616825364;1,241801273;0,476854327;0,672613702;0,672613702;-0,357043671;1,216139664;0,548886074
94;NA;NA;NA;1491;0,729809104;0,810084136;0,610375501;1,370221328;0,541296008;0,875043747;0,875043747;0,227529581;1,954793989;0,661717029
95;NA;NA;NA;8952;6,004024145;-2,351831018;15,72603926;0,16655496;0,940003359;-1,306668386;-1,306668386;-0,581422005;0,623763278;-1,658393442
96;NA;NA;NA;3856;0,430741734;0,904344797;0,512447795;2,321576763;-0,261505753;0,815141095;0,815141095;-0,352141958;0,378900973;0,274836436
97;NA;NA;NA;6234;1,616701245;0,644237376;0,682572636;0,618543471;0,725937394;0,78373448;0,78373448;-0,347228935;0,014312244;-0,014522422
98;NA;NA;NA;4087;0,655598332;0,678098087;0,866000746;1,525324199;0,923231584;0,826061038;0,826061038;-0,261832854;0,163720517;0,140716724
99;NA;NA;NA;8167;1,998287252;0,706370871;0,792356341;0,500428554;0,974023989;-12,44301136;-12,44301136;-0,614782294;0,606394015;-1,541091123
100;hs_rRNA_18S;Am99;SNORD57;225;0,027549896;0,996465462;0,69635;36,29777778;-25,5923936;0,9960838;0,9960838;677;20,09198882;0,952788515
101;NA;NA;NA;2545;11,31111111;-4,773723754;12,34624555;0,088408644;0,995702139;-1,901831469;-1,901831469;-0,456120918;0,31374292;0,23888749
102;NA;NA;NA;4133;1,623968566;0,741927109;0,787734809;0,615775466;0,970060816;-0,52580536;-0,52580536;-0,722019521;0,69210399;-2,249617215
103;NA;NA;NA;1109;0,268328091;0,964163647;0,719668778;3,726780884;-1,79353783;0,82647671;0,82647671;0,193858689;1,026813656;0,506840017
104;NA;NA;NA;1085;0,978358882;0,475789349;0,910641257;1,022119816;0,688789774;0,585962351;0,585962351;-0,241672308;0,645778812;0,392604596
105;NA;NA;NA;1152;1,061751152;0,736315827;0,687731954;0,941840278;0,696135353;0,552712724;0,552712724;-0,347527279;0,791710412;0,442088091
106;NA;NA;NA;897;0,778645833;0,818562052;0,654028375;1,284280936;0,369109621;0,878611977;0,878611977;0,297055643;1,943910444;0,660565624
107;NA;NA;NA;5407;6,02787068;-2,814074803;13,7315061;0,165896061;0,938661903;-1,338828494;-1,338828494;-0,568648963;0,67196259;-2,049588126
108;NA;NA;NA;2785;0,515073053;0,87385046;0,755686159;1,941472172;0,136417815;0,641396037;0,641396037;-0,677268189;0,095118449;-0,10515873
109;NA;NA;NA;2243;0,805385996;0,847332537;0,765261793;1,24164066;0,408941614;0,584924464;0,584924464;-0,222734023;0,496599118;0,331917228
110;NA;NA;NA;1243;0,554168524;0,791409148;0,781643013;1,804505229;0,322516392;0,851936756;0,851936756;0,237361137;1,354416991;0,57546288
111;NA;NA;NA;4293;3,453740949;-1,783077887;4,261765168;0,289541113;0,912464364;-0,809064032;-0,809064032;-0,594313398;0,583537617;-1,401961217
112;NA;NA;NA;2315;0,539249942;0,825253692;0,577560996;1,854427646;0,164949823;0,50343789;0,50343789;-0,440670133;0,013032906;-0,013210785
113;NA;NA;NA;1350;0,583153348;0,814307637;0,586416134;1,714814815;0,181622088;0,798799337;0,798799337;0,097395269;0,88449102;0,469537163
114;NA;NA;NA;2134;1,580740741;-0,0541171;1,031706367;0,632614808;0,783291036;0,355361334;0,355361334;-0,242049418;0,194527302;-0,241647527
115;NA;NA;NA;1509;0,707122774;0,589700002;0,908272409;1,414181577;0,764839767;0,716682453;0,716682453;-0,394537663;0,076716626;-0,083150737
116;NA;NA;NA;1765;1,169648774;0,86724511;0,863935806;0,854957507;0,843664905;-1,819199922;-1,819199922;-0,332812451;0,050336771;-0,053036488
117;hs_rRNA_18S;Um116;SNORD42A, SNORD42B;200;0,113314448;0,987578529;0,845254899;8,825;-4,505644954;0,988530356;0,988530356;0,833145241;11,19743388;0,918390138
118;NA;NA;NA;3044;15,22;-9,333149452;38,211757;0,065703022;0,989482183;-4,239569825;-4,239569825;-0,589844419;0,403128511;-0,675774346
119;NA;NA;NA;3495;1,148160315;0,86297622;0,855930288;0,870958512;0,854009802;0,781526462;0,781526462;-0,556379954;0,510643743;-1,044111309
120;NA;NA;NA;1799;0,514735336;0,940733657;0,907254378;1,94274597;0,700076704;0,890923838;0,890923838;-0,073243944;0,17125731;0,146286028
121;NA;NA;NA;1638;0,910505837;0,856851505;0,915371035;1,098290598;0,841114019;-1,808187539;-1,808187539;-0,342105541;0,056292348;0,053323194
122;hs_rRNA_18S;Um121;SNORD4A, SNORD4B;150;0,091575092;0,986490617;0,767090081;10,92;-4,473226584;0,986789081;0,986789081;0,827671234;10,55663994;0,913993421
123;NA;NA;NA;1645;10,96666667;-6,386940327;8,794755845;0,09118541;0,987087546;-2,76144559;-2,76144559;-0,341492807;0,212077125;-0,269367448
124;NA;NA;NA;1917;1,165349544;0,840324962;0,830946013;0,858111633;0,864049147;0,54109862;0,54109862;-0,540823804;0,024998628;-0,0256533
125;NA;NA;NA;1537;0,801773605;0,895702195;0,816434359;1,247234873;0,241872277;0,872176808;0,872176808;0,033247814;0,629491479;0,386465818
126;NA;NA;NA;4206;2,736499675;-0,436451618;1,100107344;0,365430338;0,848651421;-0,314096009;-0,314096009;-0,419819296;0,502301928;-1,009732544
127;NA;NA;NA;2129;0,506181645;0,829064472;0,099158802;1,975575388;-0,191740401;0,724059264;0,724059264;-0,056788081;0,374104275;0,272346243
128;NA;NA;NA;2846;1,33677783;0,544782743;0,414485108;0,748067463;0,619054056;0,555459931;0,555459931;-0,137248082;0,215157229;0,177112422
129;NA;NA;NA;2981;1,047434996;0,521973689;0,40851466;0,954713183;0,56613712;0,599764589;0,599764589;0,039220712;0,195471072;0,163555542
130;NA;NA;NA;4719;1,58302583;0,245355836;0,058415155;0,631701632;0,677555488;0,337524322;0,337524322;-0,181471046;0,245573149;-0,325600994
131;NA;NA;NA;4513;0,956346684;0,582682302;-0,755128919;1,045645912;0,429692807;0,442123622;0,442123622;-0,170303913;0,121091108;-0,137809094
132;NA;NA;NA;3858;0,854863727;0,654627161;-1,415091363;1,169777087;0,301564942;0,594349141;0,594349141;0,04419898;0,227867869;0,185619296
133;NA;NA;NA;4236;1,097978227;0,476741785;-0,314931352;0,910764873;0,534071121;0,555906177;0,555906177;0,041129741;0,17101226;0,146067416
134;NA;NA;NA;5562;1,313031161;0,324338856;-1,117264952;0,761596548;0,635070569;0,424851681;0,424851681;-0,119753972;0,134261143;-0,155114934
135;NA;NA;NA;5965;1,072455951;0,487473703;-0,926360547;0,932439229;0,525364507;0,427344819;0,427344819;-0,164716701;0,173549235;-0,210036034
136;NA;NA;NA;5138;0,861357921;0,61156484;-2,664847919;1,160957571;0,367215935;0,516902772;0,516902772;-0,011985215;0,047792423;0,045620964
137;NA;NA;NA;4689;0,912611911;0,57454124;-2,37621764;1,095756025;0,422240704;0,566602907;0,566602907;0,03476527;0,217108069;0,178411527
138;NA;NA;NA;5331;1,136916187;0,444492626;-3,740092131;0,879572313;0,558664574;0,500604069;0,500604069;0,013753147;0,098235085;0,089463417
139;NA;NA;NA;6500;1,219283437;0,442628893;-0,976238678;0,820153846;0,556715513;0,488306792;0,488306792;-0,066881155;0,004541811;-0,004563239
140;NA;NA;NA;7150;1,1;0,488770445;-0,878847642;0,909090909;0,533984691;0,535079321;0,535079321;-0,134704994;0,052197337;-0,055080073
141;NA;NA;NA;8763;1,225594406;0,432301542;-1,111756436;0,815930617;0,581388197;0,313256181;0,313256181;-0,174270042;0,201476134;-0,252346782
142;NA;NA;NA;6323;0,721556545;0,691368274;-2,618188673;1,385892772;0,19421082;0,666057589;0,666057589;0,077310184;0,293118945;0,226703657
143;NA;NA;NA;8074;1,27692551;0,334233934;0,279938643;0,783131038;0,640746904;0,434475893;0,434475893;-0,125307208;0,047097931;-0,049432207
144;NA;NA;NA;8666;1,073321774;0,518101012;0,065385194;0,931687053;0,534717853;0,4257179;0,4257179;-0,178242639;0,050539554;-0,053236232
145;NA;NA;NA;7067;0,815485807;0,655123234;-0,187529006;1,226262912;0,333334787;0,701339714;0,701339714;0,05820132;0,311857743;0,237747867
146;NA;NA;NA;11594;1,640582991;0,031127875;0,942048478;0,609539417;0,747556195;0,160793529;0,160793529;-0,288334916;0,335441774;-0,504824557
147;NA;NA;NA;8560;0,73831292;0,687068344;0,026408717;1,354439252;0,290459184;0,522265255;0,522265255;-0,177794586;0,022196743;0,021717228
148;NA;NA;NA;6501;0,759462617;0,667097092;0,086566283;1,316720505;0,357462166;0,706640294;0,706640294;0,034607203;0,40670482;0,289150421
149;NA;NA;NA;9772;1,503153361;0,025848341;0,958124637;0,665268113;0,746183496;0,134243236;0,134243236;-0,239834421;0,292004825;-0,412498621
150;NA;NA;NA;6651;0,680618093;0,692460853;-0,231570461;1,469252744;0,24263813;0,561529482;0,561529482;-0,07098404;0,126985948;0,112692522
151;NA;NA;NA;6037;0,907683055;0,597007617;0,067846299;1,101706145;0,43059811;0,643991567;0,643991567;0,055109463;0,320544447;0,24276703
152;NA;NA;NA;7582;1,255921815;0,229937178;0,571618599;0,796227908;0,690975518;0,399475603;0,399475603;-0,197244471;0,148916899;-0,17500051
153;NA;NA;NA;8075;1,065022422;0,467172821;-0,00756289;0,938947368;0,569014028;0,229425464;0,229425464;-0,216577007;0,239041605;-0,314183416
154;NA;NA;NA;4914;0,608544892;0,7545404;-1,987400065;1,643264143;-0,008321893;0,677943154;0,677943154;0,138414074;0,530079777;0,34648538
155;NA;NA;NA;6022;1,225478225;0,433997659;-0,29288711;0,816007971;0,601345909;0,545141461;0,545141461;0,011706347;0,320110629;0,242518231
156;NA;NA;NA;8503;1,411989372;0,33456691;0,317658132;0,708220628;0,656285263;0,444906206;0,444906206;-0,06584492;0,005721766;-0,005755373
157;NA;NA;NA;10584;1,244737152;0,460620212;0,21227453;0,803382464;0,555245502;0,707744901;0,707744901;-0,168835634;0,122909778;-0,140148659
158;NA;NA;NA;12331;1,165060469;0,333864627;0,954819537;0,858324548;0,954869591;0,633690097;0,633690097;-0,431098432;0,391397221;-0,643193542
159;NA;NA;NA;10024;0,812910551;0,93000255;0,874080115;1,230147646;0,933515568;-10,95737088;-10,95737088;-0,287250069;0,279222995;-0,387445272
160;hs_rRNA_18S;Am159;SNORD45A, SNORD45C;284;0,028332003;0,997637076;0,868705269;35,29577465;-22,84474431;0,997558432;0,997558432;0,927777378;29,9132964;0,967761305
161;NA;NA;NA;5904;20,78873239;-11,72009687;24,47753538;0,048102981;0,997479789;-5,38201386;-5,38201386;-0,15830497;0,083056286;0,076698945
162;NA;NA;NA;7166;1,213753388;0,893421028;0,88774403;0,823890594;0,956069151;0,656457527;0,656457527;-0,349544939;0,239985166;-0,315821773
163;NA;NA;NA;8697;1,213647781;0,900298263;0,887077575;0,823962286;0,419494026;0,659370953;0,659370953;-0,211296164;0,143926008;-0,16814591
164;NA;NA;NA;6487;0,745889387;0,664960542;0,917113471;1,340681363;0,418443642;0,798778418;0,798778418;-0,126820615;0,196613992;0,164329785
165;NA;NA;NA;10361;1,597194389;-0,299308393;1,039509003;0,626097867;0,932596295;0,205121767;0,205121767;-0,518760044;0,516563557;-1,068737587
166;NA;NA;NA;4434;0,42795097;0,963558701;0,88026778;2,336716283;0,709551927;-2,89841852;-2,89841852;-0,140912502;0,334616982;0,250763724
167;hs_rRNA_18S;Am166;SNORD44;315;0,071041949;0,994251752;0,876425093;14,07619048;-6,760395741;0,994475264;0,994475264;0,868851068;24,04713524;0,96019659
168;NA;NA;NA;6638;21,07301587;-11,91059078;13,96167106;0,047454052;0,994698776;-5,493047492;-5,493047492;-0,09544716;0,036439381;0,035163347
169;NA;NA;NA;10751;1,619614342;0,859323017;0,887468549;0,617430937;0,924495792;0,711874803;0,711874803;-0,392174969;0,329243519;-0,490922096
170;NA;NA;NA;12319;1,145846898;0,90424468;0,881445978;0,872716941;0,564426588;0,810750853;0,810750853;-0,446637916;0,361096634;-0,565253736
171;NA;NA;NA;9068;0,736098709;0,571103726;0,929351577;1,358513454;0,717257025;0,551432962;0,551432962;-0,267894003;0,209562941;-0,26515986
172;NA;NA;NA;4571;0,504080282;0,911684162;-0,01173772;1,983810982;0,531762197;0,461457909;0,461457909;-0,011214061;0,564834001;0,36100504
173;hs_rRNA_18S;Um172;SNORD45A, SNORD45B;745;0,16298403;0,969598877;0,339357065;6,13557047;0,011231656;0,978577618;0,978577618;0,470818447;6,2026598;0,8613227
174;NA;NA;NA;6981;9,370469799;-0,267338205;1,160531052;0,106718235;0,98755636;-0,769961741;-0,769961741;-0,821750683;0,417170468;-0,715943491
175;hs_rRNA_18S;Cm174;SNORD45C;779;0,111588598;0,990769485;0,533260623;8,961489089;-1,272585276;0,989347063;0,989347063;0,620647503;7,371288799;0,880678955
176;NA;NA;NA;10913;14,00898588;-1,555446231;2,679386334;0,071382755;0,987924642;-0,416653546;-0,416653546;-0,560102583;0,534938225;-1,15047864
177;NA;NA;NA;6938;0,635755521;0,919879768;0,545970271;1,572931681;0,722139139;0,591851195;0,591851195;-0,361746242;0,155740627;-0,184501613
178;NA;NA;NA;5871;0,846209282;0,90452545;0,585195389;1,18174076;0,263822621;0,7569705;0,7569705;-0,074110208;0,454866091;0,312688119
179;NA;NA;NA;5303;0,903253279;0,555883719;0,74715516;1,107109183;0,60941555;0,704198927;0,704198927;-0,085506153;0,384531039;0,277771605
180;NA;NA;NA;11552;2,178389591;-0,538415916;1,854318264;0,459054709;0,852514135;-0,436102438;-0,436102438;-0,483471658;0,586459657;-1,418440654
181;NA;NA;NA;4705;0,407288781;0,847254213;0,227256025;2,455260361;-0,33378896;0,582202354;0,582202354;-0,160649339;0,342731563;0,255289903
182;NA;NA;NA;3177;0,675239107;0,751271092;0,243592907;1,480956878;0,317150495;0,764142303;0,764142303;0,115531347;1,138534663;0,532468438
183;NA;NA;NA;5007;1,576015109;0,068956764;0,929595765;0,634511684;0,777013513;0,372680595;0,372680595;-0,044515442;0,033987725;0,032876879
