position;type;identity;sno;counts;ratio;around;deviation;ratio2;around2;cumul;mean;scoreA2;scoreB2;scoreC2
24;NA;NA;NA;373;2,453947368;0,042184582;0,955351383;0,407506702;0,798212571;0,39058852;0,39058852;-0,295539233;0,204475091;-0,257898474
25;NA;NA;NA;541;1,450402145;0,341223401;0,455707628;0,689463956;0,738992457;0,592792027;0,592792027;-0,649972476;0,532919013;-1,14548111
26;NA;NA;NA;308;0,569316081;0,744822894;0,82005264;1,756493506;0,844360653;0,782723929;0,782723929;-0,263233931;0,111139499;-0,125492836
27;NA;NA;NA;156;0,506493506;0,939778432;0,770031557;1,974358974;0,820624963;-3,672957276;-3,672957276;-0,067301608;0,530170969;0,347926521
28;NA;NA;NA;8;0,051282051;0,994400708;0,751069663;19,5;-8,285692983;0,994198399;0,994198399;0,846894417;22,96491228;0,962735965
29;NA;NA;NA;118;14,75;-5,613066296;28,65612369;0,06779661;0,99399609;-2,324928166;-2,324928166;0,101578293;0,812693498;0,450422846
30;NA;NA;NA;294;2,491525424;0,704463603;0,819489709;0,401360544;0,963209965;0,656158065;0,656158065;-0,399807713;0,298751115;-0,428096638
31;NA;NA;NA;415;1,411564626;0,847515902;0,777732042;0,708433735;0,607852527;0,506710328;0,506710328;-0,569951511;0,478618421;-0,922233057
32;NA;NA;NA;269;0,648192771;0,765975541;0,799419788;1,542750929;0,165904754;0,59877562;0,59877562;-0,106178951;0,021052632;-0,021587048
33;NA;NA;NA;168;0,624535316;0,642029252;0,106258877;1,601190476;0,4315757;0,651056242;0,651056242;-0,077953574;0,370601059;0,271565495
34;NA;NA;NA;170;1,011904762;0,618874971;0,24270744;0,988235294;0,660083232;0,338217574;0,338217574;-0,312648271;0,102185288;0,093206064
35;NA;NA;NA;71;0,417647059;0,853650258;-0,082081364;2,394366197;0,057560177;0,879923593;0,879923593;0,278476945;1,50877193;0,604746557
36;NA;NA;NA;257;3,61971831;-0,365074408;1,455342961;0,276264591;0,906196929;-0,160958739;-0,160958739;-0,655151783;0,284883721;-0,400544959
37;NA;NA;NA;116;0,451361868;0,887989466;0,319620219;2,215517241;0,043156929;0,895688551;0,895688551;0,007556542;1,105038237;0,527089368
38;NA;NA;NA;397;3,422413793;-0,316315994;1,245711905;0,292191436;0,903387636;0,006884097;0,006884097;-0,616507516;0,53550648;-1,159152712
39;NA;NA;NA;238;0,599496222;0,804005279;0,341882328;1,668067227;0,330084188;0,364195029;0,364195029;-0,487920277;0,09094913;-0,100511073
40;NA;NA;NA;126;0,529411765;0,843568384;0,258630385;1,888888889;-0,07561522;0,821590863;0,821590863;0,246598086;1,104848736;0,52687747
41;NA;NA;NA;216;1,714285714;-0,169117134;1,213073837;0,583333333;0,799613343;0,219004545;0,219004545;-0,24382112;0,124666505;-0,143175487
42;NA;NA;NA;223;1,032407407;0,46720823;0,67827843;0,968609865;0,607126225;0,322610896;0,322610896;-0,283763727;0,25;-0,335329341
43;NA;NA;NA;172;0,771300448;0,737538127;0,491930234;1,296511628;0,178013561;0,689447364;0,689447364;-0,033531077;0,325829023;0,246831067
44;NA;NA;NA;148;0,860465116;0,603368028;0,58837738;1,162162162;0,641356601;0,746720365;0,746720365;-0,199316319;0,399858707;0,287018256
45;NA;NA;NA;336;2,27027027;-0,846916197;2,502013673;0,44047619;0,890072703;-0,91892451;-0,91892451;-0,570682572;0,655942527;-1,923076923
46;NA;NA;NA;89;0,264880952;0,913614506;0,320794113;3,775280899;-0,990932823;0,599102279;0,599102279;-0,111275847;0,850292398;0,462321145
47;NA;NA;NA;50;0,561797753;0,856457403;0,265824502;1,78;0,284590051;0,864193555;0,864193555;0,051814545;3,284829721;0,770142753
48;NA;NA;NA;122;2,44;0,14417889;0,899518297;0,409836066;0,871929707;0,493677872;0,493677872;0,12530118;1,386606761;0,58298102
49;NA;NA;NA;348;2,852459016;-0,0215729;1,033628296;0,350574713;0,843176855;0,342746469;0,342746469;-0,313997016;0,072990499;-0,078981723
50;NA;NA;NA;704;2,022988506;0,426934913;0,367914038;0,494318182;0,707065838;-0,008773097;-0,008773097;-0,514881823;0,520716685;-1,089673489
51;NA;NA;NA;394;0,559659091;0,847326879;-1,041050414;1,78680203;-0,444481106;0,694050311;0,694050311;-0,042388218;0,353497668;0,261662886
52;NA;NA;NA;476;1,208121827;0,579395159;0,169580485;0,827731092;0,540773744;0,611117188;0,611117188;-0,080904563;0,461271102;0,316117812
53;NA;NA;NA;594;1,24789916;0,435654813;0,117711543;0,801346801;0,642839217;0,57250406;0,57250406;-0,013674484;0,207076515;0,171791297
54;NA;NA;NA;1137;1,914141414;0,205959565;0,544440275;0,522427441;0,709353308;0,197580541;0,197580541;-0,315552373;0,283276293;-0,395722962
55;NA;NA;NA;842;0,740545295;0,730970582;-0,870887235;1,350356295;0,189201518;0,714387275;0,714387275;-0,098147358;0,226228382;0,184669877
56;NA;NA;NA;1368;1,624703088;0,295027439;0,288015546;0,615497076;0,697803968;0,26299737;0,26299737;-0,229599872;0,241551651;-0,318788371
57;NA;NA;NA;983;0,718567251;0,699697493;-1,142507315;1,391658189;0,2309673;0,624593448;0,624593448;-0,017149883;0,240826915;0,194244915
58;NA;NA;NA;1215;1,236012208;0,493289202;-0,178741281;0,809053498;0,549489403;0,555586509;0,555586509;-0,041632084;0,170057133;0,145443104
59;NA;NA;NA;1439;1,18436214;0,405135786;0,121464885;0,844336345;0,617883815;0,504853338;0,504853338;-0,152134346;0,044042398;-0,046104989
60;NA;NA;NA;1944;1,350938151;0,428811973;0,035940796;0,740226337;0,604570889;0,315645819;0,315645819;-0,254700665;0,21735895;-0,27790752
61;NA;NA;NA;1315;0,676440329;0,719945221;-1,363135989;1,478326996;0,202479666;0,721983545;0,721983545;-0,004955728;0,333926572;0,250476233
62;NA;NA;NA;2148;1,633460076;0,203751807;0,447967189;0,612197393;0,72402187;0,235579723;0,235579723;-0,267373845;0,228600818;-0,296524557
63;NA;NA;NA;1422;0,662011173;0,704302959;-0,731811424;1,510548523;0,26740764;0,686325464;0,686325464;-0,053670669;0,240836631;0,194202121
64;NA;NA;NA;2010;1,41350211;0,338349562;0,147888041;0,707462687;0,668347969;0,360002163;0,360002163;-0,193593295;0,143709597;-0,167925625
65;NA;NA;NA;1516;0,754228856;0,631790932;-0,338939319;1,32585752;0,381654765;0,608900466;0,608900466;-0,057759441;0,12403289;0,110411069
66;NA;NA;NA;1854;1,222955145;0,452989083;-0,032133742;0,817691478;0,586010001;0,410716145;0,410716145;-0,150653135;0,033338062;-0,034507063
67;NA;NA;NA;1480;0,798274002;0,632575964;-0,609413673;1,252702703;0,368443207;0,662381913;0,662381913;0,054691754;0,275809375;0,216298319
68;NA;NA;NA;2228;1,505405405;0,208573108;0,316773253;0,66427289;0,692187861;0,288992813;0,288992813;-0,173534819;0,212946566;-0,270716076
69;NA;NA;NA;1922;0,862657092;0,633664804;-0,621543238;1,159209157;0,369412518;0,493440821;0,493440821;-0,137543775;0,053452664;0,050765512
70;NA;NA;NA;1769;0,920395421;0,632746991;-0,918255096;1,086489542;0,353216838;0,645440217;0,645440217;0,108369038;0,382619685;0,276848435
71;NA;NA;NA;2628;1,485585076;0,283647952;0,457788908;0,673135464;0,658133443;0,514452345;0,514452345;-0,061113785;0,013793518;-0,013991836
72;NA;NA;NA;3045;1,158675799;0,398204015;0,248704396;0,863054187;0,745256738;0,569372744;0,569372744;-0,526713382;0,249645782;-0,33284954
73;NA;NA;NA;3672;1,20591133;0,449099498;0,102340809;0,829248366;0,740541473;-0,54564328;-0,54564328;-0,376402246;0,464735552;-0,868677264
74;NA;NA;NA;877;0,238834423;0,903087528;-3,442537354;4,18700114;-1,540386059;0,850092751;0,850092751;0,411201991;1,694251289;0,629105316
75;NA;NA;NA;1311;1,494868871;0,265512105;0,34297452;0,668954996;0,797097974;0,488841835;0,488841835;-0,260877879;0,514642169;0,339949123
76;NA;NA;NA;1402;1,069412662;0,501551784;-0,075187737;0,935092725;0,712171566;0,559214041;0,559214041;0,028184628;0,172618824;0,147297492
77;NA;NA;NA;2182;1,556348074;0,364327776;0,17962375;0,642529789;0,616876298;0,362204949;0,362204949;-0,135209871;0,109518528;-0,123051293
78;NA;NA;NA;2184;1,00091659;0,616278524;-0,911073603;0,999084249;0,360082121;0,630231101;0,630231101;-0,045203922;0,162507527;0,139845572
79;NA;NA;NA;2908;1,331501832;0,391566117;0,1491592;0,751031637;0,644183677;0,507465165;0,507465165;-0,197562919;0,126078775;-0,144324666
80;NA;NA;NA;3663;1,259628611;0,422694424;0,166768193;0,793884794;0,623364212;0,25552569;0,25552569;-0,307134456;0,307300046;-0,443801344
81;NA;NA;NA;2051;0,55992356;0,759331298;-0,704041827;1,785958069;0,088356956;0,75567029;0,75567029;0,020722869;0,398609829;0,285103651
82;NA;NA;NA;3018;1,471477328;0,091201651;0,712672986;0,679589132;0,752009281;0,18050841;0,18050841;-0,317292607;0,26239954;-0,355907355
83;NA;NA;NA;1782;0,590457256;0,696806016;-0,593289842;1,693602694;0,269815169;0,571966139;0,571966139;-0,036343507;0,139253771;0,122292647
84;NA;NA;NA;1476;0,828282828;0,59294921;-0,155228508;1,207317073;0,447126262;0,58596654;0,58596654;0,00828126;0,312653672;0,23830735
85;NA;NA;NA;1528;1,035230352;0,470118588;0,390799895;0,965968586;0,57898387;0,415307487;0,415307487;-0,054906481;0,135468659;0,119375142
86;NA;NA;NA;1486;0,972513089;0,675333801;-0,033615272;1,028263795;0,360496386;0,700606362;0,700606362;-0,00127427;0,841910594;0,457252429
87;NA;NA;NA;2253;1,51615074;0,397109222;0,381697846;0,659565024;0,725878924;0,618987305;0,618987305;-0,173505036;0,27520665;0,215888484
88;NA;NA;NA;5883;2,611185087;-0,201093187;1,444707403;0,382967874;0,840865388;-0,515044819;-0,515044819;-0,53971515;0,59031629;-1,441505395
89;NA;NA;NA;2416;0,410674826;0,876515512;-0,254258124;2,435016556;-0,82899645;0,823165958;0,823165958;0,01150748;0,611621628;0,379604414
90;NA;NA;NA;3500;1,448675497;0,362064611;0,551719542;0,690285714;0,769816404;0,538015189;0,538015189;-0,408949505;0,024023211;-0,024621737
91;NA;NA;NA;3764;1,075428571;0,326056725;0,440953246;0,929861849;0,713965766;0,157635191;0,157635191;-0,348611244;0,392765779;-0,647094048
92;NA;NA;NA;1673;0,444473964;0,777666474;0,687220345;2,249850568;-0,010786344;0,664912113;0,664912113;0,111631368;0,444177199;0,30769147
93;NA;NA;NA;1485;0,887627017;0,801169471;0,674460088;1,126599327;0,552157753;0,609713489;0,609713489;-0,353784175;0,998158249;0,499707431
94;NA;NA;NA;871;0,586531987;0,86330759;0,644665525;1,704936854;0,418257508;0,906427212;0,906427212;0,306226376;2,387071463;0,704998396
95;NA;NA;NA;5942;6,822043628;-2,940421785;17,38515245;0,146583642;0,949546833;-1,556876326;-1,556876326;-0,598121865;0,631512527;-1,714579401
96;NA;NA;NA;2541;0,427633793;0,911268423;0,593392113;2,338449429;-0,173330868;0,812311507;0,812311507;-0,329806456;0,354631662;0,261867996
97;NA;NA;NA;3966;1,560802834;0,686389589;0,711248966;0,640695915;0,713354592;0,816480573;0,816480573;-0,338371275;0,022209545;0,021732357
98;NA;NA;NA;2655;0,669440242;0,668770642;0,906330354;1,493785311;0,946571557;0,82539052;0,82539052;-0,242290991;0,164334971;0,141186285
99;NA;NA;NA;5402;2,034651601;0,785242223;0,846836511;0,491484635;0,982010398;-18,38033034;-18,38033034;-0,610358197;0,616236594;-1,606546969
100;hs_rRNA_18S;Am99;SNORD57;103;0,019067012;0,998173849;0,802196134;52,44660194;-37,54590291;0,998036698;0,998036698;0,892227401;28,87069838;0,9668336
101;NA;NA;NA;1720;16,69902913;-7,728277155;20,83094379;0,059883721;0,997899547;-3,375982374;-3,375982374;-0,430981067;0,251552035;0,201085429
102;NA;NA;NA;2544;1,479069767;0,834412153;0,839410889;0,676100629;0,976312408;-0,277339893;-0,277339893;-0,715168768;0,675648847;-2,085604852
103;NA;NA;NA;747;0,293632075;0,970771343;0,810693511;3,40562249;-1,38909194;0,796801988;0,796801988;0,185789017;0,87911624;0,468168022
104;NA;NA;NA;637;0,852744311;0,535441665;0,922500196;1,172684458;0,622832633;0,6091464;0,6091464;-0,16329603;0,743029203;0,426669825
105;NA;NA;NA;676;1,06122449;0,730512805;0,666616526;0,942307692;0,682851135;0,588754366;0,588754366;-0,371031164;0,897146855;0,473261155
106;NA;NA;NA;566;0,837278107;0,798189081;0,636180018;1,19434629;0,446995926;0,866885768;0,866885768;0,256724999;1,814072218;0,645047364
107;NA;NA;NA;3335;5,892226148;-2,570096113;15,86966989;0,169715142;0,935582454;-1,244747106;-1,244747106;-0,537808868;0,671770478;-2,048519401
108;NA;NA;NA;1639;0,491454273;0,879389848;0,739692809;2,034777303;0,080601901;0,69336143;0,69336143;-0,684272422;0,033183569;-0,034344172
109;NA;NA;NA;1493;0,910921293;0,824322048;0,759395681;1,097789685;0,507333013;0,551197631;0,551197631;-0,286456188;0,370922286;0,270696216
110;NA;NA;NA;760;0,509042197;0,810572067;0,763493222;1,964473684;0,278073214;0,861675848;0,861675848;0,241976416;1,348433502;0,574505702
111;NA;NA;NA;2643;3,477631579;-1,698910405;4,21842054;0,287552024;0,912779628;-0,808107121;-0,808107121;-0,585579144;0,582580221;-1,396935634
112;NA;NA;NA;1307;0,49451381;0,840302713;0,552102529;2,022188217;0,082696163;0,566660927;0,566660927;-0,393748414;0,086451795;0,079628634
113;NA;NA;NA;866;0,662586075;0,788924134;0,593562743;1,509237875;0,293019142;0,782485269;0,782485269;0,067137411;0,804042979;0,445974612
114;NA;NA;NA;1337;1,543879908;-0,035445014;1,020917393;0,647718773;0,776046404;0,407463887;0,407463887;-0,20105664;0,205451971;-0,258820614
115;NA;NA;NA;1019;0,762154076;0,543418643;0,951934234;1,312070658;0,850372789;0,71447085;0,71447085;-0,386972769;0,156166151;-0,185282684
116;NA;NA;NA;1083;1,062806673;0,924948207;0,91766941;0,940904894;0,885523056;-3,631087681;-3,631087681;-0,262954157;0,016192465;-0,016474424
117;hs_rRNA_18S;Um116;SNORD42A, SNORD42B;75;0,069252078;0,995214972;0,911824893;14,44;-8,187123568;0,995514289;0,995514289;0,900387337;19,79466759;0,952513455
118;NA;NA;NA;1946;25,94666667;-17,77069885;61,11018854;0,038540596;0,995813605;-8,4335874;-8,4335874;-0,616097157;0,421417565;-0,729009329
119;NA;NA;NA;2284;1,17368962;0,914547509;0,915957699;0,852014011;0,903524052;0,798745287;0,798745287;-0,5429396;0,538869054;-1,169691515
120;NA;NA;NA;1048;0,458844133;0,967457814;0,938439379;2,179389313;0,682943066;0,916573002;0,916573002;-0,027491678;0,294817119;0,227857918
121;NA;NA;NA;1043;0,995229008;0,86241301;0,945099145;1,004793864;0,86568819;-1,895499399;-1,895499399;-0,38940464;0,059991934;0,056647784
122;hs_rRNA_18S;Um121;SNORD4A, SNORD4B;88;0,084372004;0,988955777;0,799499063;11,85227273;-4,653411809;0,989250653;0,989250653;0,84758247;11,41099941;0,920259443
123;NA;NA;NA;1122;12,75;-7,567995523;11,21424493;0,078431373;0,989545528;-3,352598504;-3,352598504;-0,360499275;0,26690725;-0,364526659
124;NA;NA;NA;1206;1,07486631;0,866233871;0,844234063;0,930348259;0,862798515;0,55622797;0,55622797;-0,490065083;0,05165046;-0,054511148
125;NA;NA;NA;991;0,82172471;0,902136585;0,835066845;1,216952573;0,246222068;0,86317701;0,86317701;0,053553907;0,539977716;0,350869633
126;NA;NA;NA;2393;2,414732593;-0,281439975;1,055759779;0,41412453;0,824217435;-0,188258148;-0,188258148;-0,373586765;0,452853625;-0,828296841
127;NA;NA;NA;1325;0,553698287;0,804178045;0,004531258;1,806037736;-0,095076321;0,70154694;0,70154694;-0,047537785;0,342680797;0,255364775
128;NA;NA;NA;1747;1,318490566;0,529139132;0,341202222;0,758443045;0,598915835;0,548697256;0,548697256;-0,108090885;0,212528604;0,175359924
129;NA;NA;NA;1922;1,100171723;0,501137367;0,337522647;0,908949011;0,568255381;0,580518201;0,580518201;0,041321512;0,170717355;0,145887664
130;NA;NA;NA;2944;1,531737773;0,283225052;-0,107990489;0,652853261;0,659899036;0,368873231;0,368873231;-0,175359323;0,220302028;-0,282671008
131;NA;NA;NA;2964;1,006793478;0,561287948;-1,090787135;0,993252362;0,45452141;0,430263354;0,430263354;-0,174480067;0,138759208;-0,161178581
132;NA;NA;NA;2515;0,84851552;0,651771294;-2,434356158;1,178528827;0,299238761;0,592232856;0,592232856;0,053396963;0,201207012;0,167559469
133;NA;NA;NA;2790;1,109343936;0,475478008;-0,602528536;0,901433692;0,532694419;0,53647077;0,53647077;0,013555403;0,144798129;0,126523147
134;NA;NA;NA;3419;1,225448029;0,389199978;-1,147602978;0,816028078;0,597463532;0,474991288;0,474991288;-0,070499823;0,062134503;-0,066271636
135;NA;NA;NA;3929;1,149166423;0,441743282;-0,87293121;0,870195979;0,560782599;0,420577505;0,420577505;-0,160358816;0,176449712;-0,214321152
136;NA;NA;NA;3558;0,905573937;0,590908917;-2,665032945;1,104272063;0,399411728;0,478229698;0,478229698;-0,059497245;0,006957898;-0,007008632
137;NA;NA;NA;3119;0,876616076;0,612748867;-2,365749901;1,14075024;0,365550479;0,593626553;0,593626553;0,051955628;0,269087382;0,212085757
138;NA;NA;NA;3668;1,176017954;0,426133102;-1,528727114;0,850327154;0,574504238;0,509856428;0,509856428;0,028251311;0,107859592;0,097382497
139;NA;NA;NA;4756;1,296619411;0,395039544;-0,83291958;0,771236333;0,593579753;0,436104266;0,436104266;-0,109250995;0,080081431;-0,087072637
140;NA;NA;NA;4850;1,019764508;0,541939192;-0,955897217;0,980618557;0,477168987;0,557716803;0,557716803;-0,117249562;0,023093448;-0,023644352
141;NA;NA;NA;5889;1,214226804;0,438609532;-0,897488883;0,823569367;0,573494413;0,348182092;0,348182092;-0,132818273;0,164936109;-0,197553327
142;NA;NA;NA;4509;0,765664799;0,6653156;-1,936671147;1,306054558;0,257754652;0,64546249;0,64546249;0,057936121;0,249048897;0,199426233
143;NA;NA;NA;5608;1,243734753;0,35802561;0,160585669;0,804029957;0,625609379;0,450557692;0,450557692;-0,116813034;0,043585966;-0,045580775
144;NA;NA;NA;6156;1,097717546;0,502368176;0,020399012;0,910981157;0,543089774;0,410456957;0,410456957;-0,179107823;0,073959464;-0,079880346
145;NA;NA;NA;4907;0,797108512;0,660137825;-0,302774368;1,254534339;0,318545738;0,700772864;0,700772864;0,054066085;0,306079226;0,234386227
146;NA;NA;NA;7877;1,605257795;0,056589523;0,884934369;0,622952901;0,741407904;0,181779312;0,181779312;-0,28114939;0,320449353;-0,471648762
147;NA;NA;NA;5861;0,744064999;0,677240226;-0,028182272;1,343968606;0,306969101;0,521965263;0,521965263;-0,167573809;0,014441811;0,014238608
148;NA;NA;NA;4479;0,764204061;0,658248239;0,031557275;1,308551016;0,3666903;0,695539089;0,695539089;0,02419695;0,37300282;0,27171355
149;NA;NA;NA;6468;1,444072338;0,077870185;0,870500254;0,692486085;0,732829939;0,155734242;0,155734242;-0,218881484;0,27253053;-0,374707758
150;NA;NA;NA;4391;0,678880643;0,693347545;-0,316776132;1,473012981;0,233598299;0,576890512;0,576890512;-0,047955009;0,163065622;0,140230738
151;NA;NA;NA;4149;0,944887269;0,572977168;0,071660082;1,058327308;0,46043348;0,634834137;0,634834137;0,052419364;0,293367153;0,226866608
152;NA;NA;NA;5288;1,274523982;0,215852629;0,558484993;0,784606657;0,696691107;0,385415034;0,385415034;-0,210225481;0,180468898;-0,220260759
153;NA;NA;NA;5436;1,027987897;0,48369285;0,022205352;0,972774099;0,554977439;0,23315737;0,23315737;-0,212779134;0,240486724;-0,316709374
154;NA;NA;NA;3256;0,598969831;0,75892923;-1,565881752;1,66953317;-0,017378109;0,669626816;0,669626816;0,140969314;0,544325582;0,35253824
155;NA;NA;NA;3789;1,163697789;0,471010765;-0,294561114;0,859329638;0,580324401;0,578728215;0,578728215;0,038160814;0,413352312;0,29251694
156;NA;NA;NA;5695;1,503035102;0,268736667;0,407424431;0,665320457;0,686445665;0,419336172;0,419336172;-0,052326108;0,031065198;-0,032066995
157;NA;NA;NA;7231;1,269710272;0,444465023;0,220006885;0,787581247;0,569935678;0,696995314;0,696995314;-0,204436475;0,173854506;-0,210475771
158;NA;NA;NA;7798;1,078412391;0,405517264;0,944278482;0,927289048;0,949525605;0,668981457;0,668981457;-0,412853927;0,359857202;-0,562264071
159;NA;NA;NA;6441;0,825981021;0,927564705;0,872041855;1,210681571;0,932445651;-10,4252249;-10,4252249;-0,252779531;0,265772317;-0,362051887
160;hs_rRNA_18S;Am159;SNORD45A, SNORD45C;189;0,02934327;0,997510604;0,865555079;34,07936508;-21,77801451;0,997430148;0,997430148;0,925727965;28,97036011;0,966803483
161;NA;NA;NA;3861;20,42857143;-11,45204184;25,76665513;0,048951049;0,997349692;-5,248216127;-5,248216127;-0,149345206;0,082954019;0,07661808
162;NA;NA;NA;4794;1,241647242;0,889155567;0,885487252;0,805381727;0,955609584;0,645315053;0,645315053;-0,350480981;0,253515175;-0,339706867
163;NA;NA;NA;5677;1,184188569;0,901155718;0,884120491;0,844460102;0,401474538;0,658557864;0,658557864;-0,203490207;0,140598061;-0,163633421
164;NA;NA;NA;4322;0,761317597;0,654788482;0,91634898;1,313512263;0,41596001;0,789547846;0,789547846;-0,113891249;0,175791665;0,149538614
165;NA;NA;NA;6609;1,52915317;-0,233881813;1,032372088;0,653956726;0,924307209;0,236233114;0,236233114;-0,501995232;0,496106378;-0,98484154
166;NA;NA;NA;3012;0,45574217;0,959343819;0,874662905;2,194223108;0,706348042;-2,672775587;-2,672775587;-0,141239649;0,304906807;0,233721195
167;hs_rRNA_18S;Am166;SNORD44;233;0,077357238;0,993443163;0,87012307;12,92703863;-6,304894992;0,993720552;0,993720552;0,863920994;21,70951417;0,956145521
168;NA;NA;NA;4672;20,05150215;-11,29669751;13,75150223;0,049871575;0,993997942;-5,190563348;-5,190563348;-0,117955656;0,007867143;0,007807392
169;NA;NA;NA;7286;1,559503425;0,858448017;0,882400773;0,641229756;0,915570813;0,71886255;0,71886255;-0,383410607;0,312145638;-0,453886669
170;NA;NA;NA;8515;1,16867966;0,897677403;0,876976959;0,855666471;0,579277083;0,851496052;0,851496052;-0,442588943;0,364512002;-0,573699851
171;NA;NA;NA;6274;0,736817381;0,556042361;0,927649699;1,357188397;0,805314701;0,618963144;0,618963144;-0,263540805;0,226194171;-0,292374076
172;NA;NA;NA;3107;0,495218361;0,949799446;-0,108453876;2,019311233;0,681883927;0,549006354;0,549006354;0,025732345;0,608243582;0,378279323
173;hs_rRNA_18S;Um172;SNORD45A, SNORD45B;298;0,095912456;0,98990806;0,442395396;10,4261745;0,148213262;0,99327158;0,99327158;0,688921068;11,55615209;0,92060298
174;NA;NA;NA;5283;17,72818792;-0,166343581;1,082567641;0,056407344;0,996635099;-1,305179421;-1,305179421;-0,747497335;0,49838141;-0,993921516
175;hs_rRNA_18S;Cm174;SNORD45C;251;0,047510884;0,998027407;0,586987176;21,04780876;-2,444015261;0,997610656;0,997610656;0,797701358;16,71543442;0,94376345
176;NA;NA;NA;7470;29,76095618;-2,093565238;3,313535969;0,033601071;0,997193905;-0,619949962;-0,619949962;-0,534897993;0,547414917;-1,209887116
177;NA;NA;NA;4377;0,585943775;0,962904927;0,576191651;1,706648389;0,853665315;0,6389371;0,6389371;-0,306747482;0,117783896;-0,133543696
178;NA;NA;NA;3847;0,878912497;0,947298244;0,611629105;1,137769691;0,314969274;0,776816448;0,776816448;-0,090426003;0,447457326;0,309188857
179;NA;NA;NA;3478;0,904081102;0,548291047;0,777411593;1,106095457;0,606334653;0,694091333;0,694091333;-0,068823346;0,359132237;0,264292315
180;NA;NA;NA;7315;2,103220242;-0,433543902;1,716905911;0,475461381;0,839891618;-0,345340717;-0,345340717;-0,454101491;0,562019798;-1,28360882
181;NA;NA;NA;3181;0,434859877;0,832486249;0,176250731;2,299591323;-0,257137532;0,586394379;0,586394379;-0,14614075;0,301680505;0,231818297
182;NA;NA;NA;2279;0,716441371;0,729433798;0,181228379;1,395787626;0,340302508;0,740201909;0,740201909;0,09075807;0,961888273;0,490396611
183;NA;NA;NA;3346;1,468187802;0,146798291;0,840116439;0,681111775;0,750970021;0,412337828;0,412337828;-0,021943744;0,049400091;0,047088008
